id,portfolio,agency,acronym,program,component,outcome,outcome_text,last,current,plus1,plus2,plus3,souce,url
,Education Portfolio,Department of Education,DE,Programme 3.3: Higher Education Support,DE - Administered expenses: Special appropriation Higher Education Support Act  2003 - Promotion of Excellence in Learning and Teaching in Higher Education,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",13451,13844,14043,14396,14780,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.3: Higher Education Support,DE - Administered expenses: Special appropriation Higher Education Support Act  2003 - Quality Initiatives,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",28668,9751,9883,5242,503,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.3: Higher Education Support,DE - Administered expenses: Special account Promotion of Excellence in Learning and Teaching in Higher Education,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",485,78,0,0,0,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.3: Higher Education Support,DE - Administered expenses: Special account Education Investment Fund - Higher Education,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",104422,169055,57754,0,0,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.4: Higher Education Loan Programme,DE - Administered expenses: Special appropriation Higher Education Support Act  2003 - Higher Education Loan Programme,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",1474734,1381051,1545227,1908461,2334814,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.5: Investment in Higher Education Research,DE - Administered expenses: Special appropriation Higher Education Support Act  2003 - Collaborative Research Infrastructure Scheme,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",40000,0,0,0,0,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.5: Investment in Higher Education Research,DE - Administered expenses: Special appropriation Higher Education Support Act  2003 - International Post Graduate Research,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",16337,22201,22504,23045,23632,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.5: Investment in Higher Education Research,DE - Administered expenses: Special appropriation Higher Education Support Act  2003 - Joint Research Engagement Programme,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",247207,356083,361123,369799,379225,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.5: Investment in Higher Education Research,DE - Administered expenses: Special appropriation Higher Education Support Act  2003 - Research Infrastructure Block Grants,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",166207,239384,242772,248605,254942,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.5: Investment in Higher Education Research,DE - Administered expenses: Special appropriation Higher Education Support Act  2003 - Research Training,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",497937,676705,651278,632184,648301,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.5: Investment in Higher Education Research,DE - Administered expenses: Special appropriation Higher Education Support Act  2003 - Sustainable Research Excellence,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",125379,185417,239433,288985,295340,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.5: Investment in Higher Education Research,DE - Administered expenses: Special appropriation Higher Education Support Act  2003 - Australian Post Graduate Awards,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",198663,276138,282805,289468,296783,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.6: Research Capacity,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) Collaborative Research Network Programme,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",10400,10300,20700,0,0,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.6: Research Capacity,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) Commonwealth - ANU Strategic Relationships,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",2300,500,500,500,500,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.6: Research Capacity,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) National Collaborative Research Infrastructure Strategy,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",45404,100100,150000,0,0,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.6: Research Capacity,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) The Conversation - Funding Support ,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",0,1000,0,0,0,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.6: Research Capacity,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) AIATSIS,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",13158,13317,10007,9923,9996,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.6: Research Capacity,DE - Administered expenses: Special appropriation Higher Education Support Act  2003 - Higher Education Research Promotion,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",4869,4654,4757,4881,5003,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.6: Research Capacity,DE - Administered expenses: Special account Education Investment Fund - Research,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",77290,66950,0,0,0,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
